,Entry_No,Source,DNA_UNIQUE_ID,DNA_Designation,DNA_Accno_source,IRGC_Number,DNA_VARNAME_source,DNA_Othername_source,ORI_COUNTRY,Unnamed: 8,Genetic_Stock_Accno,Genetic_stock_Designation(varname),total seq count,passed qc seq count,depth,Variety Group (Tree)1,acc_date,acc_id_seed_donor_number,acc_id_seq_num,alkali_tolerance,altitude,apiculus_color,apiculus_color_post_harv,auricle_color,awn_color,awn_presence,bacterial_blight,basal_color,blade_color,blade_pub,blast,cold_tolerance,collar_color,collection_number,culm_angle,culm_diam,culm_length,culm_num,culm_strength,cultural_type,days_to_flower,days_to_head,days_to_mat,days_to_maturity,district,donor_country,drought_1,drought_2,drought_3,drought_4,drought_5,drought_6,drought_7,drought_8,drought_9,elogation,endosperm_color,endosperm_type,fao_in_trust,flag_leaf_angle,flat_leaf_angle,flood_tolerance,grain_len,grain_wid,internode_color,latitude,leaf_angle,leaf_length,leaf_senescence,leaf_texture,leaf_width,lemma_and_palea_color,lemma_and_palea_pub,lemma_color,lemma_color_at_anthesis,ligule_color,ligule_shape,lingule_pub,longitude,multilateral_system,node_color,panicle,panicle_axis,panicle_exerion,panicle_shattering,panicle_thesability,pedigree,previous_name,province,rice_blast,salt_tolerance,seat_coat_color,secondary_branching,seed_coat_color,seedling_height,sheath_blight,source_country,special_traits,species_name,spikelet_fertility,status,stigma_color,subpopulation,town,tungro_virus,varietal_group,variety_group_from_morph,variety_name,village,zinc_def_1
44,2057,IRRI,IRIS 313-11013,BOTESWAR 2::IRGC 27536-1,IRGC 27536,27536.0,BOTESWAR 2,,BANGLADESH,Bangladesh,IRGC 127236,BOTESWAR 2::IRGC 27536-1,,,,Aus/boro,9/12/1974,BRRI ACC. 0660,1.0,X,,X,X,Light green,080,010,Resistant,Purple lines,Green,Pubescent,Susceptible,9,Green,,Intermediate (3),1,2,62,5,Upland,X,,92,92,,BANGLADESH,3,X,1,6,5,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,8,3,9,23,,91-110 cm,1,,2,042,X,2,Very weak(all plants flat),Whitish,,Green,90,Yes,,1,020,1,X,9,,,,Resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,87,Indica,,BOTESWAR 2,,X
45,2058,IRRI,IRIS 313-11014,CHAKILA::IRGC 27540-1,IRGC 27540,27540.0,CHAKILA,,BANGLADESH,Bangladesh,IRGC 127253,CHAKILA::IRGC 27540-1,,,,Aus/boro,9/12/1974,BRRI ACC. 0152,1.0,X,,X,X,Light green,010,080,Resistant,Purple lines,Green,Pubescent,Susceptible,9,Green,18-032,Intermediate (3),1,1,68,3,,X,,98,98,Tangail,BANGLADESH,3,X,1,5,6,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,1,9,8,3,7,24,,91-110 cm,1,,3,100,X,2,Weak(most plants nearly flat),Whitish,,Green,90,Yes,,1,080,1,X,9,,,Dhaka,Resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,Madhupur,63,Indica,,CHAKILA,,X
46,32,IRRI,IRIS 313-9368,CHANDARHAT::IRGC 25845-1-1,IRGC 25845,25845.0,CHANDARHAT,,BANGLADESH,Bangladesh,IRGC 121605,CHANDARHAT::IRGC 25845-1,,,,Aus/boro,10/15/1973,,,5,,020,X,Light green,080,080,,Green,Dark green,Pubescent,Moderately resistant,7,Green,15-001,Intermediate (3),1,2,68,5,Upland,X,,98,98,Khulna,BANGLADESH,2,X,1,6,4,5,2,4,3,5,Red,Non-glutinous(non-waxy),Yes,X,5,7,8,3,9,23,,111-130 cm,1,,2,042,X,2,Very weak(all plants flat),Whitish,,Purple,89,Yes,,1,020,1,X,5,,,Khulna,,3,070,X,Moderately resistant,Short (,Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,4,A,Jessore,98,Indica,,CHANDARHAT,Jhikargacha,X
47,33,IRRI,IRIS 313-9422,CHUNGUR BALI::IRGC 25855-1-1,IRGC 25855,25855.0,CHUNGUR BALI,,BANGLADESH,Bangladesh,IRGC 120915,CHUNGUR BALI::IRGC 25855-1,,,,Aus/boro,10/15/1973,,,X,,020,X,Light green,010,010,Resistant,Green,Green,Pubescent,Susceptible,7,Green,08-005,Spreading (7),1,1,65,3,Upland,X,,95,95,Sylhet,BANGLADESH,4,X,1,5,5,5,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,7,2,7,25,,91-110 cm,1,,3,053,X,2,Weak(most plants nearly flat),Whitish,,Green,92,Yes,,1,000,0,X,9,,,Sylhet,Resistant,X,070,X,Susceptible,Short (,,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,Jaintiapur,95,Indica,,CHUNGUR BALI,,X
48,1691,IRRI,IRIS 313-10587,DB 3::IRGC 8361-1,IRGC 8361,8361.0,DB3,,BANGLADESH,Bangladesh,IRGC 127308,DB 3::IRGC 8361-1,,,,Aus/boro,6/17/1963,,,X,,X,X,Light green,010,010,Moderately resistant,Green,Dark green,Pubescent,Resistant,X,Green,,Erect (1),1,2,93,1,,X,,123,123,,BANGLADESH,9,X,3,X,3,9,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,8,3,1,23,,111-130 cm,9,,2,020,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,020,1,X,5,,,,Moderately resistant,X,070,X,Resistant,Short (,,BANGLADESH,,O. sativa,3,Breeding and inbred line,2,A,,87,Indica,,DB3,,X
49,1697,IRRI,IRIS 313-10598,DD 126::IRGC 8667-1,IRGC 8667,8667.0,DD126,,BANGLADESH,Bangladesh,IRGC 128273,DD 126::IRGC 8667-1,,,,Aus/boro,6/17/1963,,,X,,080,X,Purple,080,080,Moderately resistant,Purple,Green,Pubescent,Susceptible,X,Purple,,Erect (1),1,2,90,1,,X,,120,120,,BANGLADESH,3,1,5,5,X,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,7,3,1,23,,111-130 cm,9,,2,090,X,2,Strong(no lodging),Purple,,Purple,90,Yes,,1,000,0,X,5,,,,Moderately resistant,X,070,X,Susceptible,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Breeding and inbred line,3,A,,100,Indica,,DD126,,X
50,2203,IRRI,IRIS 313-11154,DHARIAL::IRGC 34034-1,IRGC 34034,34034.0,DHARIAL,,BANGLADESH,Bangladesh,IRGC 127318,DHARIAL::IRGC 34034-1,,,,Aus/boro,12/9/1975,KHUDWANI ACC. 159,1.0,X,,020,100,Light green,010,080,Resistant,Green,Dark green,Pubescent,,X,Light green,,Open (5),1,1,84,5,,X,,114,114,,INDIA,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,2,5,23,Erect(2),51-70 cm,3,,2,053,4,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,90,Yes,Green,5,000,0,3,9,,,,Resistant,X,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,,2,A,,88,Indica,,DHARIAL,,X
51,1695,IRRI,IRIS 313-10594,DJ 29::IRGC 8505-1,IRGC 8505,8505.0,DJ29,,BANGLADESH,Bangladesh,IRGC 127322,DJ 29::IRGC 8505-1,,,,Aus/boro,6/17/1963,,,5,,X,X,Light green,010,010,Moderately resistant,Green,Green,Pubescent,Susceptible,7,Green,,Erect (1),1,2,90,1,,X,,120,120,,BANGLADESH,4,1,5,5,2,7,3,4,3,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,9,2,1,23,,91-110 cm,9,,2,020,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,000,0,X,5,,,,Moderately resistant,9,070,X,Susceptible,Short (,,BANGLADESH,,O. sativa,3,Breeding and inbred line,4,A,,92,Indica,,DJ29,,X
52,1694,IRRI,IRIS 313-10593,DJ 47::IRGC 8497-1,IRGC 8497,8497.0,DJ47,,BANGLADESH,Bangladesh,IRGC 127323,DJ 47::IRGC 8497-1,,,,Aus/boro,6/17/1963,,,X,,X,X,Light green,010,080,Resistant,Green,Green,Pubescent,Susceptible,X,Green,,Erect (1),1,2,90,1,,X,,120,120,,BANGLADESH,1,1,5,3,X,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,8,3,1,23,,111-130 cm,9,,2,054,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,020,5,X,5,,,,Resistant,X,070,X,Susceptible,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,7,Breeding and inbred line,3,A,,100,Indica,,DJ47,,X
53,1693,IRRI,IRIS 313-10592,DJ 69::IRGC 8482-1,IRGC 8482,8482.0,DJ69,,BANGLADESH,Bangladesh,IRGC 127324,DJ 69::IRGC 8482-1,,,,Aus/boro,6/17/1963,,,X,,080,X,Light green,010,080,Moderately resistant,Green,Green,Pubescent,Moderately resistant,X,Green,,Erect (1),1,2,90,1,,X,,120,120,,BANGLADESH,3,1,5,3,X,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,9,3,1,23,,111-130 cm,9,,2,054,X,2,Strong(no lodging),Whitish,,Purple,90,Yes,,1,080,1,X,5,,,,Moderately resistant,X,070,X,Moderately resistant,Short (,,BANGLADESH,,O. sativa,3,Breeding and inbred line,3,A,,100,Indica,,DJ69,,X
54,1696,IRRI,IRIS 313-10595,DL 5::IRGC 8593-1,IRGC 8593,8593.0,DL 5,,BANGLADESH,Bangladesh,IRGC 127327,DL 5::IRGC 8593-1,,,,Aus/boro,6/17/1963,,,X,,X,X,Light green,080,010,Resistant,Green,Green,Pubescent,Resistant,X,Green,,Erect (1),1,2,90,1,,X,,120,120,,BANGLADESH,3,3,X,6,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,9,3,1,23,,111-130 cm,9,,2,020,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,020,1,X,5,,,,Resistant,X,070,X,Resistant,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Breeding and inbred line,4,A,,56,Indica,,DL 5,,X
55,1700,IRRI,IRIS 313-10602,DM 49::IRGC 8775-1,IRGC 8775,8775.0,DM49,,BANGLADESH,Bangladesh,IRGC 127329,DM 49::IRGC 8775-1,,,,Aus/boro,6/17/1963,,,X,,X,X,Purple,010,080,Moderately susceptible,Purple lines,Green,Pubescent,Resistant,X,Purple,,Erect (1),1,2,91,1,,X,,121,121,,BANGLADESH,5,3,5,2,X,7,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,8,3,1,23,,91-110 cm,9,,2,020,X,2,Strong(no lodging),Whitish,,Purple,90,Yes,,1,000,0,X,5,,,,Moderately susceptible,X,070,X,Resistant,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Breeding and inbred line,3,A,,53,Indica,,DM49,,X
56,1704,IRRI,IRIS 313-10606,DV 110::IRGC 8855-1,IRGC 8855,8855.0,DV110,,BANGLADESH,Bangladesh,IRGC 127346,DV 110::IRGC 8855-1,,,,Aus/boro,6/17/1963,,,5,,080,X,Light green,010,080,Moderately resistant,Green,Green,Pubescent,Moderately resistant,9,Green,,Erect (1),1,2,91,1,,X,,121,121,,BANGLADESH,5,X,3,X,3,5,3,5,4,5,White,Non-glutinous(non-waxy),Yes,X,9,9,8,3,1,23,,91-110 cm,9,,2,042,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,000,0,X,5,,,,Moderately resistant,5,010,X,Moderately resistant,Short (,Moderately susceptible,BANGLADESH,,O. sativa,5,Breeding and inbred line,3,A,,100,Indica,,DV110,,X
57,1702,IRRI,IRIS 313-10604,DV 2::IRGC 8806-1,IRGC 8806,8806.0,DV2,,BANGLADESH,Bangladesh,IRGC 127347,DV 2::IRGC 8806-1,,,,Aus/boro,6/17/1963,,,X,,080,X,Light green,010,080,Moderately resistant,Green,Green,Pubescent,Resistant,X,Green,,Erect (1),1,2,91,1,,X,,121,121,,BANGLADESH,3,3,3,4,X,5,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,9,X,9,3,1,23,,91-110 cm,9,,2,020,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,000,0,X,5,,,,Moderately resistant,X,070,X,Resistant,Short (,,BANGLADESH,,O. sativa,3,Breeding and inbred line,3,A,,71,Indica,,DV2,,X
58,1703,IRRI,IRIS 313-10605,DV 86::IRGC 8840-1,IRGC 8840,8840.0,DV86,,BANGLADESH,Bangladesh,IRGC 127348,DV 86::IRGC 8840-1,,,,Aus/boro,6/17/1963,,,5,,X,X,Light green,010,010,Resistant,Green,Green,Pubescent,Susceptible,5,Green,,Erect (1),1,2,91,1,,X,,121,121,,BANGLADESH,3,1,X,5,X,X,7,7,7,5,Red,Non-glutinous(non-waxy),Yes,X,9,9,8,3,1,23,,91-110 cm,9,,2,054,X,2,Strong(no lodging),Whitish,,Green,90,Yes,,1,020,5,X,5,,,,Resistant,5,070,X,Susceptible,Short (,Moderately susceptible,BANGLADESH,,O. sativa,5,Breeding and inbred line,3,A,,88,Indica,,DV86,,X
59,2059,IRRI,IRIS 313-11015,HANPA::IRGC 27547-1,IRGC 27547,27547.0,HANPA,,BANGLADESH,Bangladesh,IRGC 128050,HANPA::IRGC 27547-2,,,,Aus/boro,9/12/1974,BRRI ACC. 0190,1.0,X,,X,X,Light green,010,080,Moderately resistant,Green,Green,Pubescent,Susceptible,X,Green,,Spreading (7),1,1,68,5,Upland,X,,98,98,,BANGLADESH,5,X,1,5,5,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,9,7,2,9,23,,91-110 cm,1,,2,100,X,2,Very weak(all plants flat),Whitish,,Green,90,Yes,,1,000,0,X,9,,,,Moderately resistant,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,56,Indica,,HANPA,,X
60,1480,IRRI,IRIS 313-12141,HATEA::IRGC 86973-1,IRGC 86973,86973.0,HATEA,,BANGLADESH,Bangladesh,,HATEA::IRGC 86973-1,,,,Aus/boro,11/11/1996,,,X,,020,100,Light green,010,020,,Green,Green,Pubescent,,X,Light green,,Intermediate (3),1,1,81,5,,X,,111,111,Noakhali,BANGLADESH,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,6,2,3,22,Horizontal(5),91-110 cm,3,,3,100,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,91,Yes,Green,1,020,1,3,9,,,Chittagong,,X,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,,3,A,Noakhali Sadar,0,Indica,,HATEA,,X
61,2157,IRRI,IRIS 313-11112,HIJOL DIGA::IRGC 31655-1,IRGC 31655,31655.0,HIJOL DIGA,,BANGLADESH,Bangladesh,IRGC 128308,HIJOL DIGA::IRGC 31655-1,,,,Aus/boro,1/23/1975,BRRI ACC. 1387,1.0,X,,020,X,Light green,080,080,Susceptible,Purple lines,Green,Pubescent,Resistant,X,Green,,Spreading (7),1,2,85,1,Deepwater,X,,115,115,,BANGLADESH,1,X,1,X,5,X,5,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,1,X,9,3,9,23,,131-150 cm,1,,2,054,X,2,Very weak(all plants flat),Whitish,,Purple,90,Yes,,7,020,5,X,9,,,,Susceptible,X,070,X,Resistant,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,83,Indica,,HIJOL DIGA,,X
62,28,IRRI,IRIS 313-8721,HOLOI BASH (SOLOI BASH)::IRGC 64778-1-1,IRGC 64778,64778.0,HOLOI BASH(SOLOI BASH),,BANGLADESH,Bangladesh,IRGC 120969,HOLOI BASH (SOLOI BASH)::IRGC 64778-1,,,,Aus/boro,11/3/1983,,,X,1.0,020,X,Light green,010,020,,Green,Green,Pubescent,,X,Light green,113/83/081,Intermediate (3),1,2,92,5,Rainfed-lowland,X,,122,122,Patuakhali,BANGLADESH,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,8,2,3,22,Intermediate(4),91-110 cm,5,,2,020,4,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,90,Yes,,5,020,1,1,7,,,Barisal,,X,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,2,A,Patuakhali Sadar,0,Indica,,HOLOI BASH(SOLOI BASH),,X
63,26,IRRI,IRIS 313-8410,JABOR SAIL::IRGC 66831-1-1,IRGC 66831,66831.0,JABOR SAIL,,BANGLADESH,Bangladesh,IRGC 121618,JABOR SAIL::IRGC 66831-1,,,,Aus/boro,11/13/1984,,,X,10.0,020,X,Light green,010,020,,Green,Green,Intermediate,,X,Light green,113/84/101,Intermediate (4),1,1,84,7,Rainfed-lowland,X,,114,114,Rangpur,BANGLADESH,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,3,X,7,3,7,25,Horizontal(5),91-110 cm,7,,2,020,4,2,Weak(most plants nearly flat),Whitish,2-Cleft,Light gold,89,Yes,,7,000,0,1,8,,,Rajshahi,,X,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,Gaibandha,100,Indica,,JABOR SAIL,Gabindogonj,X
64,22,IRRI,IRIS 313-8252,JAGLI BORO::IRGC 27516-1-1,IRGC 27516,27516.0,JAGLI BORO,,BANGLADESH,Bangladesh,IRGC 121233,JAGLI BORO::IRGC 27516-2,,,,Aus/boro,9/12/1974,BRRI ACC. 0256,1.0,X,,X,X,Light green,010,010,Susceptible,Green,Green,Pubescent,Susceptible,7,Green,,Spreading (7),1,1,72,3,,X,,102,102,,BANGLADESH,X,X,X,X,X,X,4,7,3,X,Red,Non-glutinous(non-waxy),Yes,X,1,1,7,2,7,23,,91-110 cm,1,,3,054,X,2,Weak(most plants nearly flat),Whitish,,Green,90,Yes,,1,020,5,X,9,,,,Susceptible,X,070,X,Susceptible,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,2,A,,60,Indica,,JAGLI BORO,,X
65,2362,IRRI,IRIS 313-11322,JASURE AUS::IRGC 43860-1,IRGC 43860,43860.0,JASURE AUS,,BANGLADESH,Bangladesh,IRGC 127449,JASURE AUS::IRGC 43860-1,,,,Aus/boro,9/2/1977,,,X,,020,X,Light green,010,010,Resistant,Green,Light green,Pubescent,,X,Light green,,Intermediate (3),1,2,88,5,,X,,118,118,Pabna,BANGLADESH,5,X,X,3,X,8,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,7,3,3,24,Horizontal(5),131-150 cm,1,,2,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Green,89,Yes,,1,000,0,1,9,,,Rajshahi,Resistant,6,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,100,Indica,,JASURE AUS,,X
66,2363,IRRI,IRIS 313-11323,JHORA::IRGC 43862-1,IRGC 43862,43862.0,JHORA,,BANGLADESH,Bangladesh,IRGC 127455,JHORA::IRGC 43862-1,,,,Aus/boro,9/2/1977,,,X,,020,X,Light green,080,080,Susceptible,Purple lines,Green,Pubescent,,X,Light green,,Open (5),1,2,88,3,,X,,118,118,Barisal,BANGLADESH,5,X,X,5,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,5,X,7,2,3,22,Intermediate(4),111-130 cm,3,,3,020,2,2,Moderately strong(most plants leaning),Whitish,2-Cleft,Light gold,90,Yes,,1,020,7,3,9,,,Barisal,Susceptible,4,070,2,,Short (,,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,Kotoali,100,Indica,,JHORA,Isakati,X
67,2032,IRRI,IRIS 313-10981,JHUL DIGA::IRGC 26478-1,IRGC 26478,26478.0,JHUL DIGA,,BANGLADESH,Bangladesh,IRGC 127456,JHUL DIGA::IRGC 26478-1,,,,Aus/boro,9/12/1974,BRRI ACC. 0088,1.0,5,,X,X,Purple,080,080,,Purple,Green,Pubescent,Moderately resistant,9,Purple,,Spreading (7),1,2,75,3,,X,,105,105,,BANGLADESH,3,X,1,X,5,X,X,X,X,5,Red,Non-glutinous(non-waxy),Yes,X,9,9,7,3,9,23,,111-130 cm,1,,2,053,X,2,Very weak(all plants flat),Whitish,,Purple,90,Yes,,7,020,5,X,9,,,,,5,070,X,Moderately resistant,Intermediate (30-59 cm),Susceptible,BANGLADESH,,O. sativa,5,Landrace/Traditional cultivar,3,A,,36,Indica,,JHUL DIGA,,X
68,2061,IRRI,IRIS 313-11016,KACHILON::IRGC 27555-1,IRGC 27555,27555.0,KACHILON,,BANGLADESH,Bangladesh,IRGC 128328,KACHILON::IRGC 27555-1,,,,Aus/boro,9/12/1974,BRRI ACC. 0185,1.0,5,,020,X,Light green,010,020,Resistant,Green,Dark green,Pubescent,Susceptible,7,Light green,,Intermediate (3),1,1,82,5,Upland,X,,112,112,,BANGLADESH,6,X,1,4,5,8,1,3,3,X,Red,Non-glutinous(non-waxy),Yes,1,5,9,8,2,5,23,Horizontal(5),91-110 cm,5,,2,020,4,2,Intermediate(most plants moderately lodged),Whitish,2-Cleft,Light gold,90,Yes,,7,000,0,1,5,,,,Resistant,5,070,2,Susceptible,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,87,Indica,,KACHILON,,X
69,2364,IRRI,IRIS 313-11324,KALABOKRI::IRGC 43872-1,IRGC 43872,43872.0,KALABOKRI,,BANGLADESH,Bangladesh,IRGC 127477,KALABOKRI::IRGC 43872-1,,,,Aus/boro,9/2/1977,,,X,,080,080,Yellowish green,010,080,Resistant,Green,Green,Pubescent,,X,Light green,,Intermediate (3),X,X,74,3,,091,,104,104,Dhaka,BANGLADESH,3,X,X,5,X,7,X,X,X,X,,,Yes,1,5,X,7,3,7,23,Horizontal(5),,7,,X,054,4,X,Weak(most plants nearly flat),Whitish,Tip round or truncate,Green,90,Yes,Green,7,000,X,1,3,,,Dhaka,Resistant,6,X,3,,,,BANGLADESH,,O. sativa,4,Landrace/Traditional cultivar,X,A,Narsingdi,95,,,KALABOKRI,,X
70,35,IRRI,IRIS 313-9626,KALIA::IRGC 34699-1-1,IRGC 34699,34699.0,KALIA,,BANGLADESH,Bangladesh,IRGC 121005,KALIA::IRGC 34699-1,,,,Aus/boro,4/9/1976,,,X,,X,X,Light green,010,070,Resistant,Green,Light green,Pubescent,,X,Green,,Erect (1),1,1,77,5,,X,,107,107,,BANGLADESH,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,8,3,7,23,,111-130 cm,1,,2,100,X,2,Weak(most plants nearly flat),Whitish,,Green,90,Yes,,1,000,0,X,9,,,,Resistant,X,070,X,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,3,A,,85,Indica,,KALIA,,X
71,2117,IRRI,IRIS 313-11067,KALIBORO 600::IRGC 29367-1,IRGC 29367,29367.0,KALIBORO 600,,BANGLADESH,Bangladesh,IRGC 127481,KALIBORO 600::IRGC 29367-1,,,,Aus/boro,10/15/1973,,,X,,080,X,Light green,010,080,Susceptible,Green,Green,Pubescent,Moderately resistant,7,Green,,Intermediate (3),1,1,68,5,,X,,98,98,,BANGLADESH,1,X,2,5,4,8,6,7,5,X,Red,Non-glutinous(non-waxy),Yes,X,1,9,8,3,9,23,,131-150 cm,1,,3,100,X,2,Very weak(all plants flat),Whitish,,Purple,90,Yes,,1,080,5,X,X,,,,Susceptible,X,070,X,Moderately resistant,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Breeding and inbred line,3,A,,73,Indica,,KALIBORO 600,,X
72,2013,IRRI,IRIS 313-10963,KATAKCHIKON::IRGC 25880-1,IRGC 25880,25880.0,KATAKCHIKON,,BANGLADESH,Bangladesh,IRGC 127497,KATAKCHIKON::IRGC 25880-1,,,,Aus/boro,10/15/1973,,,X,,020,X,Light green,080,080,Resistant,Purple,Purple margin,Pubescent,Susceptible,9,Green,04-011,Spreading (7),1,1,65,5,Upland,X,,95,95,Chittagong,BANGLADESH,4,X,1,4,4,5,5,7,3,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,8,2,9,22,,111-130 cm,1,,2,020,X,2,Very weak(all plants flat),Whitish,,Green,92,Yes,,1,020,1,X,5,,,Chittagong,Resistant,X,070,X,Susceptible,Short (,,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,4,A,Rangunia,95,Indica,,KATAKCHIKON,,X
73,2255,IRRI,IRIS 313-11216,KHAMA 1183::IRGC 37685-1,IRGC 37685,37685.0,KHAMA 1183,,BANGLADESH,Bangladesh,IRGC 128082,KHAMA 1183::IRGC 37685-2,,,,Aus/boro,9/12/1974,BRRI ACC. 203,1.0,5,,020,X,Light green,010,020,Resistant,Green,Green,Pubescent,,X,Green,,Intermediate (3),1,2,114,5,,X,,144,144,,BANGLADESH,X,X,X,X,X,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,1,7,9,8,3,7,23,Horizontal(5),>150 cm,5,,2,053,4,2,Weak(most plants nearly flat),Whitish,2-Cleft,Green,90,Yes,,5,020,9,3,7,,,,Resistant,6,070,2,,Intermediate (30-59 cm),,BANGLADESH,,O. sativa,3,Breeding and inbred line,4,A,,79,Indica,,KHAMA 1183,,X
74,2161,IRRI,IRIS 313-11116,KORTIK KAIKA::IRGC 31841-1,IRGC 31841,31841.0,KORTIK KAIKA,,BANGLADESH,Bangladesh,IRGC 127532,KORTIK KAIKA::IRGC 31841-1,,,,Aus/boro,1/23/1975,BRRI ACC. 1355,1.0,X,,020,X,Light green,010,010,Resistant,Green,Green,Pubescent,Resistant,X,Green,,Intermediate (3),1,2,103,5,,X,,133,133,,BANGLADESH,3,X,1,X,5,X,X,X,X,X,Red,Non-glutinous(non-waxy),Yes,X,5,X,9,3,9,23,,111-130 cm,1,,2,054,X,2,Very weak(all plants flat),Whitish,,Green,90,Yes,,1,020,5,X,9,,,,Resistant,X,070,X,Resistant,Intermediate (30-59 cm),Moderately susceptible,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,4,A,,98,Indica,,KORTIK KAIKA,,X
75,109,IRRI,IRIS 313-8283,KOYRA::IRGC 77267-1-1,IRGC 77267,77267.0,KOYRA,,BANGLADESH,Bangladesh,IRGC 121026,KOYRA::IRGC 77267-1,,,,Aus/boro,1/2/1989,,,X,,020,080,Yellowish green,080,080,,Purple lines,Green,Pubescent,,X,Light green,TRIP1/23,Open (5),X,X,101,5,Deepwater,054,,131,131,Comilla,BANGLADESH,X,X,X,X,X,X,X,X,X,X,,,Yes,1,5,X,7,3,1,23,Horizontal(5),,5,,X,054,4,X,Strong(no lodging),Whitish,Tip round or truncate,Light gold,91,Yes,Green,5,070,X,3,3,,,Chittagong,,X,X,3,,,,BANGLADESH,,O. sativa,3,Landrace/Traditional cultivar,X,A,Dabirduar,0,,,KOYRA,Kurchap,X
